customer_id;account_number;currency;account_type;alias;is_visible;bank_branch_id;balance;planned_balance;updated;arrested_amount;block_reason;display_order;default_alias;status;closed;external_id
ТОО БЕТОН;KZ75125KZT2069100118;KZT;Credit;успешный старт;1;11;45000.00;45000.00;2016-01-12 22:44:13;0;;19;успешный старт;Active;null;
ТОО БЕТОН;KZ75125EUR2069100119;EUR;Credit;успешный старт;1;11;15000.0;15000.0;2016-10-11 11:15:01;0;;20;успешный старт;Active;null;
ТОО БЕТОН;KZ75125KZT2069100120;KZT;Credit;успешный старт;0;11;0.0;0.0;2016-01-12 22:44:13;0;;21;успешный старт;Closed;2016-03-15;
ТОО БЕТОН;KZ75125EUR2069100121;EUR;Credit;успешный старт;0;11;0.0;0.0;2016-10-11 11:15:01;0;;22;успешный старт;Closed;2016-11-01;
ТОО БЕТОН;KZ75125EUR2069100122;EUR;Credit;успешный старт;0;11;1000000.0;1000000.0;2016-10-11 11:15:01;0;;23;успешный старт;Active;null;
ТОО БЕТОН;KZ75125EUR2069100123;EUR;Credit;успешный старт;0;11;1750000.00;1750000.00;2016-10-11 11:15:01;0;;24;успешный старт;Active;null;
ТОО БЕТОН;KZ75125EUR2069100124;EUR;Credit;успешный старт;0;11;750000.00;750000.00;2016-10-11 11:15:01;0;;25;успешный старт;Active;null;
ТОО БЕТОН;KZ75125EUR2069100125;EUR;Credit;успешный старт;0;11;400000.0;400000.0;2016-10-11 11:15:01;0;;26;успешный старт;Active;null;
АО Самсунг-Казахстан;KZ75125USD2069100221;USD;Current;Текущий счет;0;11;0.0;0.0;2016-10-11 11:15:01;0;;27;успешный старт;Closed;2016-12-22;
АО Самсунг-Казахстан;KZ75125EUR2069100222;EUR;Current;Текущий счет;0;11;1000000.0;1000000.0;2016-10-11 11:15:01;0;;28;успешный старт;Active;null;
ТОО БЕТОН;KZ75125USD2069100223;USD;Current;Текущий счет;0;11;1750000.00;1750000.00;2016-10-11 11:15:01;0;;29;успешный старт;Active;null;
ТОО БЕТОН;KZ75125EUR2069100224;EUR;Current;Текущий счет;0;11;750000.00;750000.00;2016-10-11 11:15:01;0;;30;успешный старт;Active;null;
АО Самсунг-Казахстан;KZ75125USD2069100225;USD;Current;Текущий счет;0;11;400000.0;400000.0;2016-10-11 11:15:01;0;;31;успешный старт;Active;null;
ТОО ЦЕМЕНТ;KZ75125KZT2069100215;KZT;Current;Текущий счет;1;11;750000.00;750000.00;2016-10-11 11:15:01;32;Решение суда;45;успешный старт;Blocked;null;
ТОО ЦЕМЕНТ;KZ75125USD2069100216;USD;Current;Эскроу-счет;1;11;1000000.00;1000000.00;2016-10-11 11:15:01;0;;33;успешный старт;Active;null;
ТОО БЕТОН;KZ75125EUR2069100217;EUR;Current;Текущий счет;1;11;0.0;0.0;2016-10-11 11:15:01;0;;37;успешный старт;Closed;2016-12-12;
ТОО БЕТОН;KZ75125USD2069100218;USD;Current;Текущий счет;1;11;45000.00;45000.00;2016-01-12 22:44:13;0;;35;успешный старт;Active;null;
ТОО ЦЕМЕНТ;KZ75125EUR2069100219;EUR;Current;Текущий счет;1;11;15000.0;15000.0;2016-10-11 11:15:01;0;;36;успешный старт;Active;null;

Частный клиент;KZ75125KZT2069101100;KZT;Current;Текущий счет;1;11;12323.12;3.12;2016-10-12 13:44:01;0;;37;Корпоративный Старт;Active;null;
Частный клиент;KZ75125USD2069101101;USD;Current;Текущий счет;1;11;1432384.32;4.32;2016-10-11 11:15:01;0;;38;Корпоративный Старт;Active;null;
ТОО БЕТОН;KZ75125USD2069101102;USD;Card;Корпоративный Макси;1;11;49834.34;49834.34;2016-10-11 11:15:01;0;;39;Корпоративный Макси;Active;null;


АО Самсунг-Казахстан;KZ75125EUR2069101103;EUR;Credit;Бизнес-кредит;1;11;0.0;0.0;2016-10-11 11:15:01;0;;40;Бизнес-кредит;Closed;2017-02-23;

Частный клиент;KZ75125EUR2069101121;EUR;Credit;успешный старт;0;11;0.0;0.0;2016-10-11 11:15:01;0;;41;успешный старт;Closed;2017-02-23;
Частный клиент;KZ75125KZT2069101107;KZT;Card;Корпоративный Макси;0;11;0.0;0.0;2016-10-11 11:15:01;0;;42;Корпоративный Макси;Closed;2017-02-23;
Частный клиент;KZ75125KZT2069101108;KZT;Deposit;с пополнением;0;11;0.0;0.0;2016-10-11 11:15:01;0;;43;с пополнением;Active;2019-02-23;
Частный клиент;KZ75125USD2069101109;USD;Deposit;накопительный;0;11;222222.0;111.0;2016-10-11 11:15:01;0;;44;накопительный;Active;2017-02-23;
Частный клиент;KZ75125USD2069101103;USD;Current;Текущий счет;1;11;777555.22;5.22;2016-10-11 11:15:01;0;;38;Корпоративный Старт;Active;null;
Частный клиент;KZ75125KZT2069101104;KZT;Current;Текущий счет;1;11;154789.77;9.77;2016-10-11 11:15:01;0;;38;Корпоративный Старт;Active;null;
Частный клиент;KZ75125EUR2069101105;EUR;Current;Текущий счет;1;11;54884.78;4.78;2016-10-11 11:15:01;0;;38;Корпоративный Старт;Active;null;
Частный клиент;KZ75125EUR2069101106;EUR;Current;Текущий счет;1;11;878484.65;4.65;2016-10-11 11:15:01;0;;5;Корпоративный Старт;Active;null;
Частный клиент;KZ75125KZT2069101999;KZT;Current;Текущий счет;1;11;1000;10;2016-10-11 11:15:01;0;;6;Корпоративный Старт;Active;2018-05-23;
Частный клиент;KZ75125USD2069101108;USD;Current;Текущий счет;1;11;20000;null;2016-10-11 11:15:01;0;;38;Корпоративный Старт;Active;2018-05-23;
Частный клиент;KZ75125KZT2069102107;KZT;Current;Текущий счет;1;11;0.0;null;2016-10-11 11:15:01;0;;103;Корпоративный Старт;Closed;2018-05-23;
Частный клиент;KZ75125USD2069102108;USD;Deposit;Текущий счет;1;11;0.0;null;2016-10-11 11:15:01;0;;102;Корпоративный Старт;Closed;2018-05-23;
Частный клиент;KZ75125RUB2069102110;RUB;Card;Текущий счет;1;11;0.0;null;2016-10-11 11:15:01;0;;101;Корпоративный Старт;Active;2018-05-23;
Частный клиент;KZ75125EUR2069102106;USD;Card;Текущий счет;1;11;0.0;null;2016-10-11 11:15:01;0;;100;Корпоративный Старт;Active;2018-05-23;
